FlexiSol Name,IUPAC Name,Solvent,SMILES,Value (\kcalpmole),Ref.
fluazifop-butyl,butyl 2-[4-[5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate,octanol,CCCCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F,-14.054,10.3390/liquids4010011
flubenzimine,"2-N,3-diphenyl-4-N,5-N-bis(trifluoromethyl)-1,3-thiazolidine-2,4,5-triimine",water,C1=CC=C(C=C1)N=C2N(C(=NC(F)(F)F)C(=NC(F)(F)F)S2)C3=CC=CC=C3,-5.076,10.3390/liquids4010011
fluopyram,N-[2-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]ethyl]-2-(trifluoromethyl)benzamide,octanol,C1=CC=C(C(=C1)C(=O)NCCC2=C(C=C(C=N2)C(F)(F)F)Cl)C(F)(F)F,-14.996,10.3390/liquids4010011
flusulfamide,4-chloro-N-(2-chloro-4-nitrophenyl)-3-(trifluoromethyl)benzenesulfonamide,water,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F,-9.551,10.3390/liquids4010011
flusulfamide,4-chloro-N-(2-chloro-4-nitrophenyl)-3-(trifluoromethyl)benzenesulfonamide,octanol,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NS(=O)(=O)C2=CC(=C(C=C2)Cl)C(F)(F)F,-14.655,10.3390/liquids4010011
flutianil,"2-[2-fluoro-5-(trifluoromethyl)phenyl]sulfanyl-2-[3-(2-methoxyphenyl)-1,3-thiazolidin-2-ylidene]acetonitrile",water,COC1=CC=CC=C1N2CCSC2=C(C#N)SC3=C(C=CC(=C3)C(F)(F)F)F,-7.164,10.3390/liquids4010011
furconazole,"1-[[2-(2,4-dichlorophenyl)-5-(2,2,2-trifluoroethoxy)oxolan-2-yl]methyl]-1,2,4-triazole",water,C1CC(OC1OCC(F)(F)F)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,-9.497,10.3390/liquids4010011
haloxyfop-p-methyl,methyl 2-[4-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate,octanol,CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)C(F)(F)F)Cl,-12.676,10.3390/liquids4010011
isopropazol,propan-2-yl 5-[4-bromo-1-methyl-5-(trifluoromethyl)pyrazol-3-yl]-2-chloro-4-fluorobenzoate,water,CC(C)OC(=O)C1=C(C=C(C(=C1)C2=NN(C(=C2Br)C(F)(F)F)C)F)Cl,-5.622,10.3390/liquids4010011
isopropazol,propan-2-yl 5-[4-bromo-1-methyl-5-(trifluoromethyl)pyrazol-3-yl]-2-chloro-4-fluorobenzoate,octanol,CC(C)OC(=O)C1=C(C=C(C(=C1)C2=NN(C(=C2Br)C(F)(F)F)C)F)Cl,-13.195,10.3390/liquids4010011
kappa-bifenthrin,"(2-methyl-3-phenylphenyl)methyl 3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropane-1-carboxylate",water,CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)C3C(C3(C)C)C=C(C(F)(F)F)Cl,-5.99,10.3390/liquids4010011
kappa-tefluthrin,"(2,3,5,6-tetrafluoro-4-methylphenyl)methyl 3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropane-1-carboxylate",water,CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)C=C(C(F)(F)F)Cl)F)F,-1.364,10.3390/liquids4010011
kappa-tefluthrin,"(2,3,5,6-tetrafluoro-4-methylphenyl)methyl 3-(2-chloro-3,3,3-trifluoroprop-1-enyl)-2,2-dimethylcyclopropane-1-carboxylate",octanol,CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)C=C(C(F)(F)F)Cl)F)F,-10.629,10.3390/liquids4010011
kepone,"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one",water,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,-7.368,10.3390/liquids4010011
metofluthrin,"[2,3,5,6-tetrafluoro-4-(methoxymethyl)phenyl]methyl 2,2-dimethyl-3-prop-1-enylcyclopropane-1-carboxylate",water,CC=CC1C(C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F,-4.721,10.3390/liquids4010011
metofluthrin,"[2,3,5,6-tetrafluoro-4-(methoxymethyl)phenyl]methyl 2,2-dimethyl-3-prop-1-enylcyclopropane-1-carboxylate",octanol,CC=CC1C(C1(C)C)C(=O)OCC2=C(C(=C(C(=C2F)F)COC)F)F,-11.653,10.3390/liquids4010011
milbemycin-a4,"6'-ethyl-21,24-dihydroxy-5',11,13,22-tetramethylspiro[3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene-6,2'-oxane]-2-one",water,CCC1C(CCC2(O1)CC3CC(O2)CC=C(CC(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)C)C,-16.456,10.3390/liquids4010011
n-methylperfluorooctanesulfonamide,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-methyloctane-1-sulfonamide",octanol,CNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-8.624,10.3390/liquids4010011
octabromodibenzo-p-dioxin,"1,2,3,4,6,7,8,9-octabromodibenzo-p-dioxin",water,C12=C(C(=C(C(=C1Br)Br)Br)Br)OC3=C(O2)C(=C(C(=C3Br)Br)Br)Br,-6.964,10.3390/liquids4010011
pefurazoate,pent-4-enyl 2-[furan-2-ylmethyl(imidazole-1-carbonyl)amino]butanoate,water,CCC(C(=O)OCCCC=C)N(CC1=CC=CO1)C(=O)N2C=CN=C2,-9.074,10.3390/liquids4010011
pentabromoanisole,"1,2,3,4,5-pentabromo-6-methoxybenzene",water,COC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,-4.694,10.3390/liquids4010011
pentabromoanisole,"1,2,3,4,5-pentabromo-6-methoxybenzene",octanol,COC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,-12.294,10.3390/liquids4010011
perchlordecone,"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane",water,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,-2.019,10.3390/liquids4010011
perchlordecone,"1,2,3,4,5,5,6,7,8,9,10,10-dodecachloropentacyclo[5.3.0.02,6.03,9.04,8]decane",octanol,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,-12.444,10.3390/liquids4010011
perchlorobiphenyl,"1,2,3,4,5-pentachloro-6-(2,3,4,5,6-pentachlorophenyl)benzene",water,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,-4.271,10.3390/liquids4010011
perchlorobiphenyl,"1,2,3,4,5-pentachloro-6-(2,3,4,5,6-pentachlorophenyl)benzene",octanol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,-15.842,10.3390/liquids4010011
picoxystrobin,methyl 3-methoxy-2-[2-[[6-(trifluoromethyl)pyridin-2-yl]oxymethyl]phenyl]prop-2-enoate,water,COC=C(C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)C(=O)OC,-8.91,10.3390/liquids4010011
picoxystrobin,methyl 3-methoxy-2-[2-[[6-(trifluoromethyl)pyridin-2-yl]oxymethyl]phenyl]prop-2-enoate,octanol,COC=C(C1=CC=CC=C1COC2=CC=CC(=N2)C(F)(F)F)C(=O)OC,-13.713,10.3390/liquids4010011
pydiflumetofen,"3-(difluoromethyl)-N-methoxy-1-methyl-N-[1-(2,4,6-trichlorophenyl)propan-2-yl]pyrazole-4-carboxamide",water,CC(CC1=C(C=C(C=C1Cl)Cl)Cl)N(C(=O)C2=CN(N=C2C(F)F)C)OC,-9.846,10.3390/liquids4010011
pyraclostrobine,methyl N-[2-[[1-(4-chlorophenyl)pyrazol-3-yl]oxymethyl]phenyl]-N-methoxycarbamate,water,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,-10.957,10.3390/liquids4010011
pyraclostrobine,methyl N-[2-[[1-(4-chlorophenyl)pyrazol-3-yl]oxymethyl]phenyl]-N-methoxycarbamate,octanol,COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC,-16.142,10.3390/liquids4010011
pyrametostrobin,"methyl N-[2-[(2,4-dimethyl-5-phenylpyrazol-3-yl)oxymethyl]phenyl]-N-methoxycarbamate",water,CC1=C(N(N=C1C2=CC=CC=C2)C)OCC3=CC=CC=C3N(C(=O)OC)OC,-10.553,10.3390/liquids4010011
pyrazoxyfen,"2-[4-(2,4-dichlorobenzoyl)-2,5-dimethylpyrazol-3-yl]oxy-1-phenylethanone",water,CC1=NN(C(=C1C(=O)C2=C(C=C(C=C2)Cl)Cl)OCC(=O)C3=CC=CC=C3)C,-7.014,10.3390/liquids4010011
pyriminobac-methyl,"methyl 2-(4,6-dimethoxypyrimidin-2-yl)oxy-6-(N-methoxy-C-methylcarbonimidoyl)benzoate",water,CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,-8.542,10.3390/liquids4010011
pyriminobac-methyl,"methyl 2-(4,6-dimethoxypyrimidin-2-yl)oxy-6-(N-methoxy-C-methylcarbonimidoyl)benzoate",octanol,CC(=NOC)C1=C(C(=CC=C1)OC2=NC(=CC(=N2)OC)OC)C(=O)OC,-13.004,10.3390/liquids4010011
pyriminostrobin,"methyl 2-[2-[[2-(2,4-dichloroanilino)-6-(trifluoromethyl)pyrimidin-4-yl]oxymethyl]phenyl]-3-methoxyprop-2-enoate",water,COC=C(C1=CC=CC=C1COC2=NC(=NC(=C2)C(F)(F)F)NC3=C(C=C(C=C3)Cl)Cl)C(=O)OC,-9.977,10.3390/liquids4010011
quizalofop-ethyl,ethyl 2-[4-(6-chloroquinoxalin-2-yl)oxyphenoxy]propanoate,water,CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=CN=C3C=C(C=CC3=N2)Cl,-8.351,10.3390/liquids4010011
resmethrin,"(5-benzylfuran-3-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",water,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,-2.82,10.5194/acp-23-10901-2023
resmethrin,"(5-benzylfuran-3-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",octanol,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,-15.269,10.3390/liquids4010011
solatenol,"N-[11-(dichloromethylidene)-3-tricyclo[6.2.1.02,7]undeca-2(7),3,5-trienyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",water,CN1C=C(C(=N1)C(F)F)C(=O)NC2=CC=CC3=C2C4CCC3C4=C(Cl)Cl,-12.663,10.3390/liquids4010011
spiromesifen,"[2-oxo-3-(2,4,6-trimethylphenyl)-1-oxaspiro[4.4]non-3-en-4-yl] 3,3-dimethylbutanoate",water,CC1=CC(=C(C(=C1)C)C2=C(C3(CCCC3)OC2=O)OC(=O)CC(C)(C)C)C,-2.25,10.5194/acp-23-10901-2023
sulfluramid,"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonamide",octanol,CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-8.842,10.3390/liquids4010011
sulfometuron-methyl,"methyl 2-[(4,6-dimethylpyrimidin-2-yl)carbamoylsulfamoyl]benzoate",water,CC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)C,-20.154,10.3390/liquids4010011
thiencarbazone-methyl,"methyl 4-[(3-methoxy-4-methyl-5-oxo-1,2,4-triazole-1-carbonyl)sulfamoyl]-5-methylthiophene-3-carboxylate",water,CC1=C(C(=CS1)C(=O)OC)S(=O)(=O)NC(=O)N2C(=O)N(C(=N2)OC)C,-14,10.3390/liquids4010011
tri-p-cresyl-phosphate,tris(4-methylphenyl) phosphate,octanol,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,-15.419,10.3390/liquids4010011
tris-bp,"tris(2,3-dibromopropyl) phosphate",octanol,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,-18.421,10.3390/liquids4010011
tris2-isopropylphenyl-phosphate,tris(2-propan-2-ylphenyl) phosphate,octanol,CC(C)C1=CC=CC=C1OP(=O)(OC2=CC=CC=C2C(C)C)OC3=CC=CC=C3C(C)C,-16.074,10.3390/liquids4010011
"1,2,4-tribromo-5-2,4-dibromophenoxybenzene","1,2,4-tribromo-5-(2,4-dibromophenoxy)benzene",octanol,C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C=C2Br)Br)Br,-6.07,10.1063/5.0059652
"1,4-dioxacyclohexadecane-5,16-dione","1,4-dioxacyclohexadecane-5,16-dione",octanol,C1CCCCCC(=O)OCCOC(=O)CCCC1,-5.84,10.1063/5.0059652
3-hydroxybutyl-nitrate,3-hydroxybutyl nitrate,octanol,CC(CCO[N+](=O)[O-])O,-5.71,10.1063/5.0059652
chlorpyrifos,"diethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-lambda5-phosphane",octanol,CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,-5.89,10.1063/5.0059652
decamethylcyclopentasiloxane,"2,2,4,4,6,6,8,8,10,10-decamethyl-1,3,5,7,9,2,4,6,8,10-pentaoxapentasilecane",octanol,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-5.58,10.1063/5.0059652
decamethyltetrasiloxane,[dimethyl(trimethylsilyloxy)silyl]oxy-dimethyl-trimethylsilyloxysilane,octanol,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-5.55,10.1063/5.0059652
dodecamethylcyclohexasiloxane-d6,"2,2,4,4,6,6,8,8,10,10,12,12-dodecamethyl-1,3,5,7,9,11-hexaoxa-2,4,6,8,10,12-hexasilacyclododecane",octanol,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-5.68,10.1063/5.0059652
enzacamene,"(3Z)-1,7,7-trimethyl-3-[(4-methylphenyl)methylidene]bicyclo[2.2.1]heptan-2-one",octanol,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)(C3(C)C)C,-5.9,10.1063/5.0059652
homosalate,"(3,3,5-trimethylcyclohexyl) 2-hydroxybenzoate",octanol,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,-5.9,10.1063/5.0059652
muskambrette,"1-tert-butyl-2-methoxy-4-methyl-3,5-dinitrobenzene",octanol,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],-5.86,10.1063/5.0059652
oxtinoxate,2-ethylhexyl (E)-3-(4-methoxyphenyl)prop-2-enoate,octanol,CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC,-6.07,10.1063/5.0059652
peroxyacetylnitrate,nitro ethaneperoxoate,octanol,CC(=O)OO[N+](=O)[O-],-5.27,10.1063/5.0059652
phantolide,"1-(1,1,2,3,3,6-hexamethyl-2H-inden-5-yl)ethanone",octanol,CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C,-5.82,10.1063/5.0059652
1-adamantanol,1-Adamantanol,water,C1C2CC3CC1CC(C2)(C3)O,-5.69,10.5194/acp-23-10901-2023
1-hydroxyanthraquinone,"1-Hydroxy-9,10-anthraquinone",water,c1ccc2c(c1)C(=O)c3cccc(c3C2=O)O,-8.92,10.5194/acp-23-10901-2023
1-methyl-1phenylethylhydroperoxide,2-Phenyl-2-propanyl hydroperoxide,water,CC(C)(c1ccccc1)OO,-7.8,10.5194/acp-23-10901-2023
"1,2,3-trimethylbenzene","1,2,3-Trimethylbenzene",water,Cc1cccc(c1C)C,-1.06,10.5194/acp-23-10901-2023
"1,2,3,4,6,7,8-heptachlorodibenzofuran","1,2,3,4,6,7,8-Heptachlorodibenzo[b,d]furan",water,c1c2c3c(c(c(c(c3Cl)Cl)Cl)Cl)oc2c(c(c1Cl)Cl)Cl,-4.42,10.5194/acp-23-10901-2023
"1,4-cineole",1-Isopropyl-4-methyl-7-oxabicyclo[2.2.1]heptane,water,CC(C)C12CCC(O1)(CC2)C,-2.71,10.5194/acp-23-10901-2023
"1,4-dihydroxy-9,10-anthraquinone","1,4-Dihydroxy-9,10-anthraquinone",water,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)O,-7.47,10.5194/acp-23-10901-2023
"1,6-heptadiyne","1,6-Heptadiyne",water,C#CCCCC#C,-1.44,10.5194/acp-23-10901-2023
1s-endo---borneol,"(1S,2R,4S)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol",water,C[C@]12CC[C@H](C1(C)C)C[C@H]2O,-4.16,10.5194/acp-23-10901-2023
2-adamantanone,2-Adamantanone,water,C1C2CC3CC1CC(C2)C3=O,-4.83,10.5194/acp-23-10901-2023
2-methylisoborneol,"(2R)-1,2,7,7-Tetramethylbicyclo[2.2.1]heptan-2-ol",water,C[C@]1(CC2CCC1(C2(C)C)C)O,-3.2,10.5194/acp-23-10901-2023
"2,2-dimethyl-3-hexyne","2,2-Dimethyl-3-hexyne",water,CCC#CC(C)(C)C,0.627,10.5194/acp-23-10901-2023
"2,3-benzfluoranthene",Benzo[e]acephenanthrylene,water,c1ccc2c(c1)cc-3c4c2cccc4-c5c3cccc5,-6.23,10.5194/acp-23-10901-2023
"2,4-dinitro-n-phenyl-benzenamine","2,4-Dinitro-N-phenylaniline",water,c1ccc(cc1)Nc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-],-10.2,10.5194/acp-23-10901-2023
"2,6-dimethylnitrosomorpholine","2,6-Dimethyl-4-nitrosomorpholine",water,CC1CN(CC(O1)C)N=O,-6.74,10.5194/acp-23-10901-2023
3-carene,"3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene",water,CC1=CCC2C(C1)C2(C)C,1.01,10.5194/acp-23-10901-2023
3-methoxyphenylmethylketone,1-(3-Methoxyphenyl)ethanone,water,CC(=O)c1cccc(c1)OC,-6.37,10.5194/acp-23-10901-2023
"3,4,5,6-dibenzocarbazole","7H-Dibenzo[c,g]carbazole",water,c1ccc2c(c1)ccc3c2c4c5ccccc5ccc4[nH]3,-9.16,10.5194/acp-23-10901-2023
4-ethenylcyclohexene,4-Vinylcyclohexene,water,C=CC1CCC=CC1,0.359,10.5194/acp-23-10901-2023
4-hydroxy-4-nitroazobenzene,4-[(E)-(4-Nitrophenyl)diazenyl]phenol,water,C1=CC(=CC=C1/N=N/C2=CC=C(C=C2)O)[N+](=O)[O-],-12.3,10.5194/acp-23-10901-2023
4-tert-butylphenyldiphenylphosphate,4-(2-Methyl-2-propanyl)phenyl diphenyl phosphate,water,CC(C)(C)c1ccc(cc1)OP(=O)(Oc2ccccc2)Oc3ccccc3,-6.89,10.5194/acp-23-10901-2023
6-2-ftoh,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-octanol",water,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.119,10.5194/acp-23-10901-2023
6-phenylundecane,6-Undecanylbenzene,water,CCCCCC(CCCCC)c1ccccc1,1.09,10.5194/acp-23-10901-2023
acenaphthene,"1,2-Dihydroacenaphthylene",water,c1cc2cccc3c2c(c1)CC3,-2.9,10.5194/acp-23-10901-2023
adamantane,Adamantane,water,C1C2CC3CC1CC(C2)C3,-0.406,10.5194/acp-23-10901-2023
adonitol,D-Ribitol,water,C([C@H]([C@H]([C@H](CO)O)O)O)O,-20.5,10.5194/acp-23-10901-2023
aldrin,"(1R,2R,3R,6S,7S,8S)-1,8,9,10,11,11-Hexachlorotetracyclo[6.2.1.1~3,6~.0~2,7~]dodeca-4,9-diene",water,C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,-3.03,10.5194/acp-23-10901-2023
alpha-cedrene,"(1beta,2alpha,5alpha,7beta)-Cedr-8-ene",water,C[C@H]1CC[C@H]2[C@@]13CC=C([C@@H](C3)C2(C)C)C,0.216,10.5194/acp-23-10901-2023
alpha-humulene,"(1E,4E,8E)-2,6,6,9-Tetramethyl-1,4,8-cycloundecatriene",water,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,0.196,10.5194/acp-23-10901-2023
alpha-longipinene,"2,6,6,9-Tetramethyltricyclo[5.4.0.0~2,8~]undec-9-ene",water,CC1=CCC2C3C1C2(CCCC3(C)C)C,0.101,10.5194/acp-23-10901-2023
alpha-neoclovene,"(1R,6S,7S)-2,6,8,8-Tetramethyltricyclo[5.2.2.0~1,6~]undec-2-ene",water,CC1=CCCC2(C13CCC2C(C3)(C)C)C,0.196,10.5194/acp-23-10901-2023
alpha-pinene,"2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",water,CC1=CCC2CC1C2(C)C,1.04,10.5194/acp-23-10901-2023
androstenone,(5alpha)-Androst-16-en-3-one,water,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CCC(=O)C4)C,-2.63,10.5194/acp-23-10901-2023
arbanol,"2-{[(1S,2S,4S)-1,7,7-Trimethylbicyclo[2.2.1]hept-2-yl]oxy}ethanol",water,C[C@]12CC[C@H](C1(C)C)C[C@@H]2OCCO,-4.63,10.5194/acp-23-10901-2023
azoxystrobin,methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,water,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=CC(OC2=CC=CC=C2C#N)=NC=N1,-15.7,10.5194/acp-23-10901-2023
benalaxyl,"Methyl N-(2,6-dimethylphenyl)-N-(phenylacetyl)alaninate",water,Cc1cccc(c1N(C(C)C(=O)OC)C(=O)Cc2ccccc2)C,-7.26,10.5194/acp-23-10901-2023
benazolin-ethyl,"Ethyl (4-chloro-2-oxo-1,3-benzothiazol-3(2H)-yl)acetate",water,CCOC(=O)Cn1c2c(cccc2Cl)sc1=O,-8.28,10.5194/acp-23-10901-2023
bendiocarb,"2,2-Dimethyl-1,3-benzodioxol-4-yl methylcarbamate",water,CC1(Oc2cccc(c2O1)OC(=O)NC)C,-7.9,10.5194/acp-23-10901-2023
benomyl,methyl N-[1-(butylcarbamoyl)benzimidazol-2-yl]carbamate,water,CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC,-12.4,10.5194/acp-23-10901-2023
benzyladenine,N-Benzyl-9H-purin-6-amine,water,c1ccc(cc1)CNc2c3c([nH]cn3)ncn2,-15.6,10.5194/acp-23-10901-2023
beta-caryophyllene,"(1S,9R)-4,11,11-Trimethyl-8-methylenebicyclo[7.2.0]undec-4-ene",water,C/C/1=C\CCC(=C)[C@@H]2CC([C@H]2CC1)(C)C,0.0512,10.5194/acp-23-10901-2023
beta-ionone,"(3E)-4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-3-buten-2-one",water,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,-4.74,10.5194/acp-23-10901-2023
beta-pinene,"6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane  ",water,CC1(C2CCC(=C)C1C2)C  ,0.387,10.5194/acp-23-10901-2023
bifenthrin,"(2-Methyl-3-biphenylyl)methyl 3-[(1Z)-2-chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylate",water,Cc1c(cccc1c2ccccc2)COC(=O)C3C(C3(C)C)/C=C(/C(F)(F)F)\Cl,-5.99,10.5194/acp-23-10901-2023
biphenyl,Biphenyl,water,c1ccc(cc1)c2ccccc2,-2.66,10.5194/acp-23-10901-2023
bisphenol-a,"4,4'-(2,2-Propanediyl)diphenol",water,CC(C)(c1ccc(cc1)O)c2ccc(cc2)O,-12,10.5194/acp-23-10901-2023
bitertanol-b,"(1R,2R)-3,3-dimethyl-1-(4-phenylphenoxy)-1-(1,2,4-triazol-1-yl)butan-2-ol",water,CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)C3=CC=CC=C3)O,-13.1,10.5194/acp-23-10901-2023
bornyl-acetate,"(1R,2S,4R)-1,7,7-Trimethylbicyclo[2.2.1]hept-2-yl acetate",water,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C2(C)C)C,0.0354,10.5194/acp-23-10901-2023
